sr,rr,t,lm,bo,rem,hs,hr,sl
81.0,19.0,98.14330905347413,8.0,90.0,66.0,5.0,73.0,2
69.0,20.0,92.0260360256494,6.0,89.0,75.0,5.0,72.0,2
89.0,23.0,87.24918934832331,10.0,89.0,93.0,4.0,66.0,2
79.0,22.0,98.38880848349376,10.0,87.0,81.0,7.0,66.0,2
73.0,26.0,94.42195444001752,13.0,88.0,69.0,4.0,73.0,2
76.0,29.0,88.76965625876727,9.0,89.0,70.0,7.0,74.0,2
82.0,23.0,90.7154324434257,8.0,91.0,77.0,7.0,66.0,2
71.0,29.0,90.5704076560739,7.0,89.0,65.0,4.0,70.0,2
70.0,18.0,91.83515813251326,12.0,92.0,97.0,5.0,73.0,2
81.0,26.0,94.31348056967244,13.0,91.0,82.0,5.0,69.0,2
71.0,28.0,98.92718045083193,13.0,91.0,82.0,5.0,65.0,2
69.0,28.0,95.6225791980891,6.0,90.0,86.0,5.0,68.0,2
66.0,24.0,93.34177925048358,11.0,88.0,81.0,4.0,67.0,2
72.0,25.0,95.0557960132272,12.0,87.0,77.0,5.0,70.0,2
87.0,19.0,87.85081848790738,12.0,87.0,62.0,4.0,67.0,2
86.0,22.0,92.0253248147651,12.0,91.0,98.0,6.0,72.0,2
63.0,27.0,87.00973498801962,8.0,89.0,90.0,4.0,68.0,2
88.0,17.0,91.19534403323624,7.0,91.0,61.0,7.0,70.0,2
82.0,28.0,91.51738017601946,13.0,92.0,86.0,7.0,66.0,2
81.0,29.0,87.40276937598387,12.0,88.0,74.0,6.0,71.0,2
80.0,25.0,90.06223553796293,12.0,88.0,73.0,6.0,70.0,2
66.0,16.0,87.29323840610532,6.0,88.0,100.0,4.0,71.0,2
74.0,25.0,87.39435870923285,9.0,92.0,78.0,6.0,66.0,2
76.0,26.0,87.74353841748898,6.0,87.0,80.0,6.0,68.0,2
83.0,19.0,89.10644915836741,9.0,90.0,60.0,6.0,67.0,2
81.0,20.0,97.41674561106105,11.0,89.0,92.0,6.0,69.0,2
73.0,26.0,92.78069558901608,13.0,91.0,67.0,7.0,66.0,2
81.0,23.0,89.97366301166089,12.0,89.0,74.0,5.0,73.0,2
67.0,19.0,95.65850003025184,13.0,90.0,63.0,6.0,71.0,2
81.0,18.0,96.08581792735184,6.0,90.0,74.0,4.0,69.0,2
79.0,22.0,98.02003911715036,6.0,87.0,74.0,6.0,68.0,2
87.0,24.0,92.3850777177418,6.0,92.0,71.0,5.0,66.0,2
80.0,28.0,89.51484081416734,9.0,91.0,74.0,6.0,67.0,2
62.0,28.0,89.99447511696387,9.0,87.0,64.0,7.0,65.0,2
83.0,25.0,85.15530971573305,11.0,91.0,76.0,4.0,74.0,2
60.0,17.0,86.38513613840736,7.0,89.0,73.0,4.0,73.0,2
84.0,28.0,95.63620888700756,8.0,92.0,81.0,5.0,69.0,2
65.0,27.0,89.41840130828597,8.0,90.0,61.0,5.0,68.0,2
84.0,22.0,92.26315301416236,13.0,90.0,75.0,4.0,66.0,2
83.0,27.0,92.40268425894423,13.0,87.0,92.0,6.0,65.0,2
88.0,21.0,86.19050156966655,13.0,88.0,71.0,4.0,70.0,2
76.0,24.0,89.46938093969389,12.0,90.0,83.0,7.0,69.0,2
72.0,20.0,98.15066571939886,11.0,87.0,71.0,7.0,73.0,2
78.0,26.0,86.79872472888823,11.0,88.0,101.0,5.0,73.0,2
72.0,17.0,89.2458115921186,9.0,89.0,90.0,6.0,69.0,2
63.0,21.0,93.50513812535534,13.0,91.0,74.0,6.0,66.0,2
65.0,20.0,86.09240825842714,12.0,88.0,60.0,5.0,69.0,2
86.0,17.0,91.67696877233604,8.0,91.0,99.0,6.0,69.0,2
81.0,29.0,90.2427547806749,8.0,92.0,90.0,6.0,74.0,2
70.0,18.0,96.11937216012616,8.0,88.0,65.0,6.0,69.0,2
73.0,20.0,97.89598877128266,7.0,87.0,87.0,7.0,68.0,2
62.0,19.0,94.21451668244912,12.0,89.0,79.0,7.0,66.0,2
80.0,23.0,91.7013208498541,12.0,91.0,94.0,7.0,74.0,2
82.0,29.0,97.55765557707652,13.0,90.0,79.0,6.0,67.0,2
66.0,18.0,90.37706115141152,11.0,91.0,74.0,6.0,74.0,2
64.0,20.0,88.68194390927958,12.0,91.0,86.0,6.0,73.0,2
69.0,29.0,89.14346891699591,11.0,92.0,70.0,4.0,66.0,2
73.0,23.0,97.02766187138788,6.0,87.0,83.0,6.0,69.0,2
65.0,19.0,98.88770832164084,9.0,90.0,74.0,4.0,73.0,2
64.0,25.0,91.93857536027107,11.0,92.0,68.0,4.0,72.0,2
81.0,23.0,94.9492407870905,11.0,91.0,68.0,5.0,66.0,2
68.0,16.0,93.29352049924805,8.0,90.0,63.0,4.0,67.0,2
74.0,27.0,88.505212922755,7.0,92.0,89.0,7.0,66.0,2
72.0,28.0,86.66476582509334,8.0,87.0,87.0,7.0,69.0,2
86.0,21.0,93.72797548684152,6.0,89.0,66.0,6.0,66.0,2
89.0,26.0,90.79596621755258,12.0,88.0,93.0,7.0,71.0,2
73.0,28.0,87.09820020921632,11.0,92.0,70.0,4.0,73.0,2
79.0,18.0,85.24440917513425,7.0,88.0,89.0,7.0,73.0,2
63.0,27.0,98.6708589940519,8.0,90.0,84.0,4.0,74.0,2
63.0,24.0,88.32939935054485,13.0,91.0,64.0,5.0,66.0,2
75.0,27.0,86.36677210907914,7.0,90.0,80.0,6.0,65.0,2
60.0,28.0,90.64963656463178,6.0,88.0,81.0,4.0,65.0,2
78.0,19.0,96.4436540294846,12.0,87.0,65.0,7.0,70.0,2
68.0,29.0,97.10046110622926,7.0,87.0,63.0,4.0,73.0,2
68.0,28.0,91.01422390377182,6.0,89.0,86.0,7.0,68.0,2
67.0,20.0,86.46292393454412,6.0,90.0,89.0,5.0,65.0,2
65.0,25.0,96.71222099511974,6.0,92.0,87.0,5.0,65.0,2
63.0,26.0,89.3363866888574,10.0,87.0,86.0,5.0,67.0,2
77.0,28.0,87.68162475647027,11.0,90.0,78.0,4.0,66.0,2
64.0,26.0,87.4047625024483,11.0,92.0,73.0,5.0,69.0,2
63.0,21.0,96.2098127576593,11.0,87.0,68.0,6.0,68.0,2
86.0,20.0,90.27553791547918,12.0,92.0,97.0,4.0,71.0,2
75.0,24.0,96.49601842331435,13.0,91.0,101.0,6.0,65.0,2
67.0,29.0,88.52573171286434,10.0,88.0,68.0,5.0,65.0,2
76.0,26.0,92.64283904619045,11.0,89.0,82.0,7.0,66.0,2
80.0,25.0,98.87276967338434,6.0,89.0,80.0,6.0,67.0,2
89.0,27.0,95.57473761865168,11.0,89.0,85.0,4.0,73.0,2
67.0,24.0,91.81750148267,10.0,92.0,85.0,7.0,70.0,2
80.0,29.0,98.42643271562662,8.0,89.0,100.0,6.0,66.0,2
74.0,24.0,91.7871096529229,11.0,87.0,63.0,5.0,68.0,2
61.0,24.0,86.03452392752739,6.0,87.0,93.0,5.0,69.0,2
88.0,21.0,94.45721097865864,12.0,88.0,69.0,6.0,69.0,2
78.0,29.0,88.65035201022417,10.0,92.0,66.0,5.0,65.0,2
65.0,27.0,96.30828467808202,9.0,92.0,73.0,4.0,71.0,2
71.0,17.0,88.63344118724414,8.0,88.0,87.0,5.0,70.0,2
81.0,16.0,96.6543167413766,11.0,89.0,85.0,6.0,71.0,2
75.0,16.0,87.23735561588633,7.0,92.0,101.0,6.0,65.0,2
87.0,16.0,96.78932998086928,6.0,92.0,75.0,7.0,68.0,2
74.0,25.0,86.33874289771686,11.0,91.0,102.0,5.0,65.0,2
67.0,24.0,94.0884387129264,10.0,92.0,71.0,6.0,68.0,2
67.0,23.0,96.0596136369074,8.0,91.0,78.0,5.0,71.0,2
66.0,29.0,96.58709914670077,9.0,87.0,87.0,7.0,70.0,2
65.0,16.0,91.54958445179886,8.0,88.0,70.0,5.0,70.0,2
74.0,28.0,94.4999361834978,10.0,89.0,100.0,6.0,69.0,2
69.0,27.0,93.22820101706832,8.0,90.0,61.0,5.0,69.0,2
77.0,25.0,94.65402823796371,9.0,88.0,70.0,6.0,71.0,2
87.0,26.0,96.5062949715348,7.0,91.0,99.0,5.0,66.0,2
88.0,19.0,92.60763965716524,11.0,88.0,101.0,7.0,69.0,2
74.0,20.0,97.0861887500018,6.0,92.0,104.0,4.0,65.0,2
81.0,20.0,86.68850653965539,6.0,91.0,71.0,6.0,65.0,2
69.0,26.0,89.05152632691117,11.0,89.0,97.0,4.0,68.0,2
84.0,18.0,88.8823213994905,6.0,91.0,83.0,5.0,73.0,2
89.0,25.0,98.72258113066268,11.0,90.0,84.0,6.0,70.0,2
77.0,16.0,93.75399163800532,8.0,90.0,72.0,6.0,69.0,2
79.0,20.0,97.85573442725106,10.0,90.0,93.0,5.0,71.0,2
76.0,23.0,87.51408294660878,8.0,90.0,79.0,4.0,65.0,2
77.0,18.0,97.18909442407738,11.0,91.0,61.0,5.0,73.0,2
69.0,28.0,92.89029500072864,13.0,87.0,104.0,7.0,68.0,2
67.0,27.0,92.66471656179608,9.0,89.0,80.0,4.0,66.0,2
80.0,21.0,86.0903267435398,7.0,91.0,96.0,6.0,65.0,2
67.0,16.0,92.6275583315485,10.0,87.0,70.0,4.0,70.0,2
78.0,26.0,85.3712668333027,12.0,87.0,86.0,4.0,71.0,2
63.0,26.0,86.5007792475533,12.0,91.0,104.0,4.0,66.0,2
77.0,26.0,98.26620189905742,8.0,91.0,87.0,4.0,69.0,2
88.0,27.0,86.24920048523941,12.0,87.0,77.0,4.0,70.0,2
68.0,21.0,87.44001771126841,13.0,89.0,69.0,6.0,67.0,2
82.0,25.0,93.71023521183436,9.0,89.0,82.0,7.0,68.0,2
69.0,29.0,95.0812187829124,13.0,92.0,60.0,4.0,67.0,2
81.0,19.0,86.4628473153808,8.0,91.0,95.0,7.0,72.0,2
73.0,29.0,94.28494742356077,7.0,87.0,84.0,6.0,71.0,2
89.0,18.0,94.0735901575908,13.0,90.0,98.0,6.0,70.0,2
75.0,27.0,94.73883669251354,11.0,90.0,88.0,4.0,65.0,2
65.0,26.0,95.83473862353564,9.0,89.0,65.0,4.0,69.0,2
64.0,17.0,89.62268402261329,12.0,92.0,90.0,6.0,70.0,2
84.0,29.0,85.16587815362841,7.0,91.0,70.0,4.0,74.0,2
75.0,28.0,89.61581238084952,10.0,88.0,93.0,4.0,66.0,2
65.0,25.0,88.98144370913937,10.0,88.0,104.0,5.0,68.0,2
75.0,24.0,96.82283214254583,7.0,90.0,79.0,7.0,72.0,2
77.0,21.0,95.05238040321568,13.0,87.0,103.0,5.0,70.0,2
68.0,19.0,97.37491577856149,13.0,88.0,80.0,7.0,67.0,2
66.0,17.0,87.60472004238572,7.0,87.0,64.0,5.0,69.0,2
70.0,28.0,98.49093463357578,12.0,91.0,65.0,7.0,67.0,2
68.0,28.0,90.13655584628724,9.0,87.0,80.0,6.0,68.0,2
87.0,18.0,95.35122484715198,7.0,88.0,91.0,4.0,65.0,2
70.0,23.0,87.8385792299398,9.0,89.0,92.0,5.0,74.0,2
60.0,24.0,95.49649172545674,6.0,89.0,60.0,5.0,66.0,2
75.0,21.0,94.8092276414329,6.0,89.0,62.0,7.0,71.0,2
61.0,18.0,94.80767744382516,11.0,89.0,79.0,5.0,73.0,2
62.0,28.0,89.38758576951729,7.0,91.0,96.0,7.0,72.0,2
72.0,23.0,85.04701533886055,13.0,89.0,84.0,7.0,73.0,2
78.0,16.0,91.19560639237793,12.0,89.0,66.0,4.0,70.0,2
70.0,22.0,94.10688808776668,8.0,90.0,67.0,4.0,66.0,2
62.0,23.0,92.87636607353362,11.0,91.0,62.0,6.0,71.0,2
83.0,29.0,87.03247535829581,13.0,90.0,71.0,4.0,65.0,2
80.0,19.0,91.76424535566828,10.0,87.0,79.0,7.0,68.0,2
88.0,19.0,97.0455380347564,9.0,92.0,104.0,4.0,72.0,2
78.0,18.0,90.32886852350428,11.0,91.0,76.0,7.0,65.0,2
61.0,28.0,88.83105704174946,7.0,92.0,68.0,4.0,71.0,2
64.0,22.0,98.56878261102656,8.0,89.0,81.0,7.0,71.0,2
68.0,25.0,94.65844710308804,10.0,92.0,64.0,7.0,71.0,2
86.0,23.0,86.86842112999338,10.0,92.0,61.0,5.0,70.0,2
88.0,18.0,91.43996878833347,7.0,87.0,99.0,5.0,70.0,2
84.0,18.0,95.25447035004596,10.0,87.0,104.0,4.0,71.0,2
82.0,27.0,93.6778383148484,11.0,92.0,81.0,7.0,68.0,2
61.0,29.0,97.3956788031671,9.0,92.0,86.0,6.0,70.0,2
62.0,20.0,85.68121151692576,7.0,87.0,100.0,4.0,70.0,2
80.0,17.0,93.99326689088508,11.0,90.0,64.0,7.0,73.0,2
65.0,28.0,96.96275695187182,9.0,88.0,72.0,4.0,69.0,2
72.0,20.0,86.97568368586104,6.0,90.0,100.0,5.0,71.0,2
80.0,23.0,86.54068772558465,9.0,87.0,80.0,6.0,66.0,2
89.0,16.0,88.5923892781554,12.0,89.0,80.0,7.0,67.0,2
71.0,27.0,88.90234571338672,7.0,90.0,67.0,4.0,70.0,2
86.0,29.0,91.99465982046804,13.0,91.0,61.0,4.0,66.0,2
71.0,27.0,92.98827202572744,8.0,90.0,84.0,4.0,73.0,2
85.0,29.0,97.31084138300024,13.0,87.0,81.0,5.0,71.0,2
71.0,27.0,90.33951932094544,11.0,91.0,61.0,4.0,68.0,2
87.0,23.0,95.96742223050695,9.0,91.0,98.0,7.0,70.0,2
75.0,24.0,90.75378273276048,13.0,88.0,97.0,7.0,69.0,2
81.0,22.0,97.99667514883258,13.0,92.0,81.0,7.0,66.0,2
80.0,17.0,94.4158020491309,11.0,88.0,80.0,5.0,70.0,2
79.0,22.0,98.31203164460072,9.0,91.0,75.0,4.0,71.0,2
83.0,24.0,97.28994193614484,12.0,92.0,60.0,7.0,66.0,2
89.0,27.0,91.66211924135486,8.0,91.0,84.0,6.0,74.0,2
87.0,26.0,90.60654238394817,10.0,87.0,74.0,6.0,67.0,2
69.0,16.0,94.3502528087902,12.0,91.0,99.0,5.0,65.0,2
72.0,23.0,96.1947112762448,12.0,92.0,100.0,6.0,67.0,2
66.0,24.0,97.15514949209069,9.0,88.0,81.0,5.0,68.0,2
76.0,28.0,94.31114307936484,7.0,90.0,85.0,7.0,71.0,2
73.0,29.0,89.6845726481116,11.0,88.0,77.0,5.0,70.0,2
72.0,22.0,87.58806667034631,8.0,92.0,79.0,5.0,66.0,2
84.0,22.0,93.09163026986931,10.0,90.0,66.0,7.0,74.0,2
81.0,20.0,86.2329780606771,10.0,89.0,91.0,5.0,66.0,2
66.0,19.0,88.09197030217204,9.0,88.0,71.0,4.0,74.0,2
74.0,17.0,88.78102111830044,12.0,89.0,61.0,4.0,65.0,2
64.0,18.0,86.69362491177712,6.0,87.0,85.0,7.0,66.0,2
88.0,23.0,89.82113013980666,7.0,89.0,96.0,5.0,72.0,2
85.0,19.0,98.03743338650172,13.0,90.0,60.0,6.0,68.0,2
60.0,21.0,91.75930395678232,11.0,90.0,92.0,7.0,66.0,2
81.0,19.0,89.23739293303892,11.0,88.0,92.0,5.0,67.0,2
75.0,20.0,96.35714415401152,7.0,92.0,73.0,4.0,65.0,2
84.0,27.0,91.87296234855982,8.0,88.0,82.0,4.0,68.0,2
88.0,18.0,87.13530176511216,12.0,92.0,68.0,6.0,74.0,2
79.0,27.0,96.54675250250352,13.0,89.0,90.0,7.0,69.0,2
86.0,22.0,91.17555064110552,11.0,89.0,77.0,6.0,74.0,2
87.0,18.0,86.34749777919998,11.0,89.0,75.0,4.0,70.0,2
66.0,16.0,86.02033443201493,8.0,92.0,67.0,6.0,72.0,2
86.0,24.0,92.18117864127272,9.0,88.0,82.0,4.0,74.0,2
76.0,21.0,89.22974766913688,6.0,88.0,83.0,7.0,67.0,2
83.0,29.0,89.73947987537522,11.0,90.0,89.0,4.0,66.0,2
62.0,25.0,98.79083591101562,13.0,88.0,72.0,4.0,71.0,2
64.0,21.0,88.24177448030477,10.0,89.0,77.0,7.0,67.0,2
67.0,29.0,92.81282455466386,8.0,92.0,96.0,4.0,74.0,2
60.0,21.0,94.39419234821676,8.0,91.0,79.0,5.0,71.0,2
64.0,21.0,96.23078199355324,9.0,91.0,61.0,4.0,73.0,2
69.0,29.0,91.14518681792468,10.0,90.0,68.0,5.0,74.0,2
78.0,29.0,92.97393091165594,7.0,87.0,86.0,6.0,68.0,2
86.0,16.0,87.37509247036996,7.0,91.0,92.0,5.0,66.0,2
66.0,24.0,91.10432171785529,10.0,88.0,97.0,6.0,71.0,2
80.0,24.0,89.77297902674545,13.0,87.0,104.0,5.0,65.0,2
78.0,22.0,89.90478653523412,10.0,89.0,64.0,5.0,70.0,2
82.0,19.0,88.96730032340169,12.0,87.0,81.0,7.0,66.0,2
87.0,22.0,97.83491060798582,13.0,92.0,101.0,5.0,69.0,2
73.0,23.0,94.66816741370393,7.0,89.0,96.0,7.0,66.0,2
89.0,24.0,92.10815052429878,12.0,87.0,95.0,5.0,69.0,2
80.0,23.0,89.14455876279439,8.0,87.0,79.0,7.0,65.0,2
83.0,16.0,95.21700823073104,9.0,89.0,75.0,4.0,67.0,2
67.0,26.0,86.51425954560463,10.0,92.0,74.0,5.0,73.0,2
86.0,29.0,88.75845485781984,8.0,90.0,98.0,7.0,71.0,2
74.0,24.0,94.24732671674974,6.0,92.0,104.0,4.0,70.0,2
88.0,17.0,91.09648751505404,10.0,87.0,66.0,4.0,68.0,2
69.0,28.0,91.44911507947552,11.0,89.0,60.0,7.0,66.0,2
82.0,26.0,90.542963385558,13.0,91.0,104.0,5.0,68.0,2
85.0,21.0,87.13178379484371,12.0,89.0,90.0,4.0,71.0,2
86.0,19.0,92.03187867994043,10.0,88.0,65.0,5.0,70.0,2
76.0,26.0,93.3016438943531,6.0,92.0,80.0,7.0,67.0,2
79.0,22.0,93.69337954764298,11.0,92.0,63.0,5.0,69.0,2
70.0,22.0,98.23038251898902,13.0,88.0,75.0,6.0,65.0,2
61.0,21.0,95.78600628302144,8.0,87.0,104.0,7.0,71.0,2
73.0,24.0,90.97027891585996,9.0,90.0,83.0,5.0,71.0,2
86.0,21.0,90.31779175003756,9.0,91.0,98.0,6.0,74.0,2
62.0,26.0,95.77685591976382,8.0,89.0,75.0,5.0,72.0,2
80.0,24.0,91.6872587034395,6.0,90.0,63.0,4.0,69.0,2
62.0,20.0,98.68958775662344,12.0,91.0,84.0,6.0,72.0,2
67.0,16.0,89.76811654196564,8.0,90.0,102.0,6.0,68.0,2
61.0,22.0,91.01458380205544,6.0,91.0,76.0,4.0,67.0,2
85.0,20.0,91.5367250182235,11.0,87.0,66.0,4.0,71.0,2
60.0,27.0,85.56179614920319,12.0,91.0,79.0,7.0,72.0,2
71.0,21.0,88.9799895872393,6.0,92.0,92.0,7.0,67.0,2
89.0,25.0,89.04151752109922,13.0,89.0,69.0,5.0,66.0,2
89.0,19.0,98.71100495330492,13.0,90.0,90.0,7.0,70.0,2
64.0,18.0,92.46658127654946,10.0,87.0,67.0,7.0,72.0,2
61.0,20.0,97.7695585038108,8.0,87.0,68.0,6.0,74.0,2
85.0,18.0,85.91506586343822,13.0,92.0,99.0,4.0,66.0,2
65.0,22.0,86.75293288623097,9.0,92.0,96.0,4.0,72.0,2
73.0,19.0,96.24381409317218,13.0,87.0,95.0,6.0,65.0,2
63.0,25.0,91.08823878739666,12.0,91.0,70.0,6.0,69.0,2
63.0,17.0,97.21029737153653,9.0,89.0,81.0,6.0,68.0,2
77.0,17.0,94.40707099147384,10.0,92.0,82.0,7.0,70.0,2
89.0,24.0,88.0221183360699,8.0,87.0,103.0,4.0,71.0,2
73.0,18.0,93.07267935033984,6.0,88.0,99.0,5.0,65.0,2
60.0,17.0,86.80216726098192,7.0,87.0,99.0,5.0,67.0,2
85.0,19.0,93.78430009274412,13.0,91.0,63.0,4.0,66.0,2
68.0,22.0,90.60130805396156,11.0,91.0,101.0,7.0,71.0,2
76.0,20.0,92.6017530757786,11.0,90.0,64.0,4.0,69.0,2
72.0,22.0,98.49933791279398,13.0,88.0,93.0,4.0,67.0,2
64.0,24.0,87.6647818355673,10.0,89.0,60.0,5.0,68.0,2
83.0,28.0,96.01813754256406,12.0,89.0,70.0,7.0,66.0,2
82.0,24.0,93.2198247182511,12.0,91.0,104.0,7.0,66.0,2
80.0,25.0,87.55362955440118,6.0,92.0,101.0,5.0,71.0,2
76.0,23.0,94.05786978829056,11.0,89.0,77.0,6.0,67.0,2
70.0,24.0,88.58874157935175,12.0,87.0,74.0,5.0,65.0,2
89.0,21.0,91.81265483179992,13.0,88.0,64.0,7.0,71.0,2
80.0,24.0,95.45166730758616,12.0,90.0,63.0,6.0,74.0,2
63.0,18.0,96.37597301770464,13.0,90.0,62.0,4.0,68.0,2
75.0,25.0,98.8227631138116,7.0,90.0,83.0,4.0,74.0,2
76.0,29.0,87.159800173095,6.0,88.0,62.0,7.0,66.0,2
66.0,23.0,97.7260567847411,6.0,89.0,97.0,4.0,67.0,2
88.0,22.0,86.71551195375311,13.0,91.0,99.0,4.0,70.0,2
82.0,18.0,96.28379586935978,12.0,89.0,74.0,7.0,70.0,2
78.0,17.0,91.79215354887508,9.0,88.0,65.0,6.0,67.0,2
65.0,27.0,94.78154529920432,11.0,89.0,69.0,5.0,69.0,2
65.0,26.0,88.19044574202405,7.0,90.0,60.0,7.0,74.0,2
75.0,18.0,87.11668980291329,10.0,92.0,81.0,6.0,71.0,2
62.0,23.0,94.39972710619932,9.0,88.0,87.0,7.0,69.0,2
83.0,17.0,86.70815970800837,7.0,87.0,84.0,6.0,73.0,2
65.0,17.0,89.83172700717685,12.0,87.0,65.0,5.0,65.0,2
70.0,21.0,87.20017171709293,9.0,91.0,60.0,5.0,66.0,2
60.0,18.0,94.05939401206857,9.0,92.0,70.0,6.0,71.0,2
67.0,20.0,90.34749806485284,8.0,89.0,98.0,5.0,68.0,2
66.0,28.0,94.93772606138498,10.0,89.0,62.0,7.0,70.0,2
69.0,24.0,88.01975026083227,9.0,88.0,86.0,6.0,69.0,2
89.0,23.0,95.17090190487008,11.0,87.0,103.0,7.0,68.0,2
74.0,28.0,91.17578554871088,8.0,88.0,82.0,7.0,69.0,2
68.0,18.0,89.13139069538757,12.0,88.0,73.0,5.0,72.0,2
72.0,21.0,95.8526007488808,10.0,87.0,83.0,7.0,67.0,2
77.0,26.0,97.60954346928771,11.0,92.0,85.0,5.0,66.0,2
82.0,17.0,94.9331025209988,10.0,90.0,93.0,7.0,70.0,2
75.0,18.0,93.27615212729056,7.0,87.0,61.0,6.0,66.0,2
84.0,19.0,87.2346002709832,8.0,90.0,94.0,7.0,66.0,2
61.0,21.0,92.46630088633611,13.0,91.0,60.0,4.0,69.0,2
82.0,25.0,85.08642708336754,11.0,92.0,68.0,6.0,72.0,2
61.0,23.0,94.28402644368246,10.0,90.0,78.0,5.0,74.0,2
68.0,26.0,89.84784279364648,6.0,92.0,67.0,5.0,68.0,2
63.0,29.0,94.64147409314737,12.0,89.0,67.0,5.0,66.0,2
66.0,27.0,93.45477498742088,8.0,88.0,93.0,6.0,65.0,2
81.0,28.0,90.66009520525655,12.0,91.0,100.0,7.0,74.0,2
74.0,27.0,97.05214954574627,11.0,88.0,69.0,6.0,69.0,2
81.0,18.0,98.4018279725227,10.0,89.0,67.0,5.0,71.0,2
66.0,16.0,93.80254042702067,13.0,90.0,65.0,5.0,72.0,2
79.0,16.0,94.75713923472767,7.0,89.0,99.0,6.0,74.0,2
67.0,19.0,85.33544863350676,13.0,87.0,95.0,4.0,69.0,2
85.0,24.0,85.39656953409786,6.0,87.0,71.0,4.0,66.0,2
83.0,29.0,87.67788256786116,11.0,90.0,101.0,5.0,68.0,2
73.0,18.0,98.45539888401682,6.0,91.0,71.0,7.0,70.0,2
64.0,24.0,98.6336438410021,9.0,91.0,85.0,6.0,67.0,2
84.0,25.0,96.5229701907856,11.0,91.0,90.0,7.0,71.0,2
66.0,29.0,92.0532726607073,7.0,92.0,64.0,7.0,66.0,2
66.0,24.0,88.43467815964011,6.0,89.0,76.0,4.0,73.0,2
73.0,24.0,98.77762546160618,9.0,87.0,89.0,7.0,70.0,2
70.0,20.0,98.66934361359873,13.0,92.0,85.0,5.0,70.0,2
84.0,18.0,97.57370464854247,10.0,92.0,102.0,4.0,69.0,2
86.0,19.0,95.39233476035378,13.0,87.0,80.0,4.0,65.0,2
76.0,17.0,90.0090413931544,6.0,92.0,85.0,5.0,69.0,2
84.0,18.0,98.49775170875598,7.0,90.0,71.0,5.0,69.0,2
81.0,17.0,88.30584293085363,8.0,89.0,68.0,5.0,71.0,2
60.0,22.0,90.72154727911946,10.0,91.0,93.0,7.0,67.0,2
87.0,20.0,89.96434155796271,13.0,89.0,72.0,6.0,71.0,2
60.0,27.0,88.71896471055445,13.0,88.0,80.0,6.0,67.0,2
63.0,20.0,90.33963516665298,12.0,90.0,95.0,7.0,66.0,2
60.0,17.0,94.473842370134,6.0,91.0,87.0,7.0,70.0,2
68.0,21.0,92.40870370717111,12.0,89.0,85.0,5.0,74.0,2
68.0,20.0,96.4847206814989,9.0,91.0,79.0,5.0,70.0,2
73.0,29.0,96.78314292690357,8.0,92.0,60.0,6.0,67.0,2
87.0,21.0,92.31259173103572,7.0,92.0,69.0,5.0,70.0,2
86.0,16.0,88.61782879519932,8.0,90.0,81.0,6.0,67.0,2
78.0,25.0,86.14608466421156,10.0,87.0,66.0,6.0,66.0,2
68.0,27.0,90.42815161727384,6.0,92.0,70.0,4.0,67.0,2
79.0,22.0,93.93411275536268,9.0,92.0,62.0,7.0,69.0,2
69.0,19.0,95.1029338979324,10.0,91.0,78.0,7.0,69.0,2
74.0,28.0,90.00981596524007,13.0,91.0,93.0,6.0,70.0,2
72.0,26.0,96.7455896788122,13.0,91.0,93.0,5.0,70.0,2
84.0,17.0,92.35506269139452,9.0,90.0,72.0,5.0,69.0,2
75.0,23.0,88.83874741767045,11.0,91.0,76.0,6.0,68.0,2
62.0,23.0,86.61384503847022,9.0,88.0,78.0,5.0,69.0,2
78.0,24.0,95.49369142466938,10.0,91.0,65.0,7.0,71.0,2
79.0,26.0,98.878024676459,13.0,91.0,61.0,7.0,70.0,2
76.0,25.0,95.95372188445047,12.0,88.0,91.0,6.0,68.0,2
65.0,19.0,98.52423110867828,10.0,87.0,73.0,4.0,72.0,2
86.0,28.0,87.90862700462748,8.0,91.0,76.0,5.0,74.0,2
70.0,24.0,95.3715919094565,9.0,88.0,89.0,6.0,73.0,2
70.0,17.0,94.76752990801414,12.0,91.0,71.0,7.0,71.0,2
71.0,20.0,89.42212674292527,6.0,90.0,76.0,6.0,66.0,2
68.0,25.0,86.21398890714688,6.0,89.0,84.0,5.0,66.0,2
65.0,18.0,98.1254004230803,11.0,89.0,72.0,6.0,72.0,2
60.0,17.0,90.22472519015322,6.0,88.0,88.0,6.0,72.0,2
83.0,16.0,85.27631766352707,7.0,88.0,84.0,5.0,65.0,2
69.0,28.0,86.01607852017197,10.0,87.0,79.0,5.0,69.0,2
70.0,26.0,90.67068828674373,11.0,89.0,104.0,7.0,69.0,2
81.0,27.0,86.16067163028453,13.0,91.0,88.0,6.0,66.0,2
80.0,25.0,97.10919814938116,12.0,88.0,87.0,5.0,69.0,2
82.0,28.0,94.95437641821378,12.0,87.0,81.0,5.0,70.0,2
66.0,18.0,94.02079556635584,6.0,87.0,101.0,4.0,74.0,2
63.0,22.0,89.4097944154132,9.0,87.0,61.0,5.0,68.0,2
65.0,29.0,87.72384064753163,8.0,91.0,65.0,4.0,71.0,2
79.0,25.0,96.12038543646383,6.0,91.0,64.0,7.0,67.0,2
86.0,27.0,88.01308263821298,13.0,88.0,74.0,4.0,66.0,2
86.0,27.0,85.77463641585005,10.0,88.0,101.0,5.0,65.0,2
